temperature,heat_index,humidity,pressure,wind_direction,wind_speed,precipitation,gust_speed,sealevel_pressure,conditions
45,1.24,93,30.31,22.55,1.12,79,0,30.04,Fog
45,1.25,93,30.3,23.15,7.87,80,7.87,30.25,Fog
45,1.21,93,30.31,19.88,3.37,82,10.12,30.33,Fog
45,1.23,93,30.31,19.89,1.12,83,5.62,30.01,Fog
45,1.24,93,30.31,23.5,4.5,84,2.25,29.97,Smoke
45,1.24,93,30.31,57.03,4.5,82,4.5,30.11,Smoke
45,1.26,93,30.31,23.27,2.25,83,9,30.09,Smoke
45,1.22,93,30.31,21.11,6.75,85,6.75,29.83,Smoke
45,1.23,93,30.31,29.16,4.5,84,5.62,29.74,Smoke
45,1.25,93,30.31,62.17,1.12,83,3.37,29.58,Smoke
45,1.25,93,30.31,54.39,2.25,82,9,29.75,Smoke
45,1.22,93,30.31,25.51,7.87,84,4.5,29.94,Smoke
45,1.22,93,30.31,11.21,3.37,86,4.5,29.71,ShallowFog
45,1.22,93,30.31,304.16,2.25,84,0,29.92,Fog
45,1.23,93,30.31,247.77,4.5,85,4.5,30.27,Fog
45,1.21,93,30.3,104.94,2.25,81,2.25,30.35,Fog
45,1.22,93,30.3,104.85,2.25,83,6.75,30.35,Fog
45,1.24,93,30.3,104.59,2.25,84,10.12,30.32,Fog
45,1.25,93,30.3,104.69,2.25,81,3.37,30.19,Fog
45,1.24,93,30.3,127.04,2.25,70,1.12,30.03,Fog
45,1.22,93,30.3,107.9,0,54,6.75,29.98,Fog
45,1.23,93,30.3,108.16,1.12,74,3.37,30.22,Fog
45,1.21,93,30.3,83.89,2.25,58,6.75,30.37,Fog
45,1.25,93,30.3,117.28,6.75,52,10.12,30.24,Fog
45,1.25,93,30.3,149.71,9,72,6.75,30.06,Fog
45,1.22,93,30.3,182.41,3.37,58,6.75,29.91,Fog
45,1.25,93,30.3,160.97,4.5,52,3.37,29.8,Fog
45,1.24,93,30.3,172.91,4.5,70,4.5,29.88,Fog
45,1.24,93,30.3,90.8,6.75,71,3.37,30.28,Fog
45,1.24,93,30.3,153.88,6.75,66,3.37,30.16,Smoke
45,1.24,93,30.3,147.52,11.25,49,5.62,29.99,Smoke
45,1.23,93,30.3,158.19,10.12,74,7.87,30.09,Smoke
45,1.25,93,30.31,83.46,2.25,74,4.5,30.05,Smoke
45,1.23,93,30.32,124.79,2.25,75,3.37,29.94,Smoke
45,1.25,93,30.32,156.94,4.5,79,3.37,30.16,Smoke
45,1.24,93,30.32,156.49,2.25,82,3.37,30.1,ShallowFog
45,1.23,93,30.32,156.09,3.37,79,3.37,29.85,ShallowFog
45,1.23,93,30.32,217.69,1.12,79,2.25,29.78,Fog
45,1.22,93,30.32,217.69,4.5,83,3.37,29.84,Fog
45,1.24,93,30.33,217.7,2.25,85,3.37,29.95,Fog
45,1.22,93,30.33,217.96,4.5,87,1.12,29.97,Fog
45,1.24,93,30.33,215.71,3.37,86,1.12,29.86,Fog
45,1.23,93,30.33,215.71,4.5,89,0,29.64,Fog
45,1.23,93,30.33,233.64,3.37,88,0,29.8,Fog
45,1.25,93,30.33,237.81,3.37,90,2.25,30.13,Fog
45,1.23,93,30.33,237.87,0,91,0,29.95,Fog
45,1.2,93,30.33,237.88,2.25,93,1.12,29.92,Fog
45,1.23,93,30.33,238.52,5.62,93,1.12,29.89,Fog
45,1.24,93,30.33,262.34,1.12,92,0,30.08,Fog
45,1.22,93,30.33,262.36,1.12,93,3.37,30.4,Fog
45,1.24,93,30.34,262.37,2.25,93,0,30.48,Fog
45,1.2,93,30.34,134.87,1.12,94,3.37,30.33,Fog
45,1.22,93,30.34,134.87,0,93,4.5,30.11,Smoke
45,1.24,93,30.34,134.88,0,93,4.5,29.94,Smoke
45,1.23,93,30.34,134.88,1.12,91,4.5,30.12,Smoke
45,1.23,93,30.34,131.64,1.12,87,4.5,30.23,Smoke
45,1.24,93,30.33,20.07,1.12,82,5.62,30.13,Smoke
45,1.23,93,30.34,47.83,2.25,77,3.37,30.11,Smoke
45,1.22,93,30.34,43.39,3.37,67,4.5,30.09,Smoke
45,1.25,93,30.33,129.51,2.25,56,4.5,30.21,Smoke
45,1.25,93,30.33,62.67,1.12,55,4.5,30.14,Smoke
45,1.21,93,30.33,61.1,2.25,52,6.75,30.24,Smoke
45,1.22,93,30.34,54.71,2.25,49,4.5,30.26,Smoke
45,1.21,93,30.34,57.94,4.5,58,2.25,30.19,ShallowFog
45,1.21,93,30.34,59.26,1.12,67,2.25,30.12,Fog
45,1.22,93,30.35,160.11,0,68,3.37,30.23,Fog
45,1.27,93,30.34,183.14,1.12,71,7.87,30.2,Fog
45,1.22,93,30.35,183.14,1.12,72,9,30.11,Fog
45,1.23,93,30.35,187.08,1.12,68,2.25,30.06,Fog
45,1.22,93,30.35,187.09,2.25,64,3.37,30.07,Fog
45,1.2,93,30.35,187.09,2.25,63,11.25,30.02,Fog
45,1.25,93,30.36,187.1,2.25,62,5.62,29.91,Fog
45,1.22,93,30.36,88.15,4.5,61,6.75,29.97,Fog
45,1.21,93,30.36,56.94,1.12,60,4.5,29.84,Fog
45,1.22,93,30.35,57.08,2.25,59,6.75,29.83,Smoke
45,1.19,93,30.35,58.3,2.25,57,5.62,29.78,Smoke
45,1.23,93,30.35,36.22,4.5,55,7.87,29.76,Smoke
45,1.24,93,30.35,238.43,2.25,54,4.5,29.85,Smoke
45,1.23,93,30.35,238.13,2.25,54,6.75,29.76,Smoke
45,1.23,93,30.35,238.13,2.25,54,6.75,29.82,Smoke
45,1.25,93,30.35,251.14,3.37,53,7.87,29.75,Smoke
45,1.2,93,30.35,178.06,2.25,53,7.87,29.72,ShallowFog
45,1.21,93,30.34,174.56,3.37,53,7.87,29.67,ShallowFog
45,1.23,93,30.34,133.88,3.37,54,6.75,30.04,Fog
45,1.23,93,30.35,110.4,5.62,53,5.62,30.21,Fog
45,1.19,93,30.35,100.56,3.37,54,9,30.17,Fog
45,1.2,93,30.35,87.66,2.25,54,5.62,29.99,Fog
45,1.25,93,30.36,61.66,1.12,54,9,29.9,Fog
45,1.25,93,30.36,52.75,5.62,54,7.87,29.98,Fog
45,1.22,93,30.36,62.3,5.62,53,6.75,30.12,Fog
45,1.24,93,30.36,92.18,3.37,52,7.87,30.16,Fog
45,1.23,93,30.36,94.91,3.37,52,6.75,30.14,Fog
45,1.23,93,30.35,31.21,1.12,51,4.5,30.07,Fog
45,1.21,93,30.36,106.54,2.25,51,5.62,30.03,Fog
45,1.24,93,30.36,51.27,3.37,51,5.62,30.01,Fog
45,1.21,93,30.36,41.13,2.25,51,6.75,30,Fog
45,1.2,93,30.35,62.64,4.5,51,6.75,30,Fog
45,1.21,93,30.35,42.32,2.25,51,9,30.02,Smoke
45,1.24,93,30.36,57.28,2.25,50,7.87,30,Smoke
45,1.22,93,30.36,69.54,7.87,50,6.75,29.86,Smoke
45,1.24,93,30.36,13.78,4.5,51,6.75,29.99,Smoke
45,1.2,93,30.37,85.62,2.25,49,5.62,30.1,Smoke
45,1.21,93,30.36,157.63,2.25,49,9,29.87,Smoke
45,1.22,93,30.36,165.42,3.37,49,7.87,29.58,Smoke
45,1.21,93,30.36,143.55,7.87,49,6.75,29.56,Smoke
45,1.23,93,30.36,118.84,4.5,50,9,29.72,PartlyCloudy
45,1.24,93,30.36,96.64,3.37,51,5.62,29.58,Smoke
45,1.21,93,30.36,27.39,5.62,51,6.75,29.59,Smoke
45,1.2,93,30.36,40.18,4.5,51,10.12,29.89,Smoke
45,1.23,93,30.36,34.18,6.75,51,4.5,29.93,Smoke
45,1.23,93,30.36,150.66,7.87,51,6.75,29.9,ShallowFog
45,1.24,93,30.36,91,10.12,50,7.87,29.8,ShallowFog
45,1.25,93,30.37,141.13,7.87,49,9,30.03,ShallowFog
45,1.22,93,30.37,93.99,7.87,49,7.87,30.03,ShallowFog
45,1.25,93,30.37,115.84,4.5,49,5.62,29.95,ShallowFog
45,1.2,93,30.37,85.57,2.25,50,6.75,29.94,Fog
45,1.21,93,30.37,47.06,2.25,55,3.37,29.97,Fog
45,1.21,93,30.37,79.27,2.25,56,7.87,29.96,Fog
45,1.22,93,30.37,53.61,4.5,54,2.25,29.91,Fog
45,1.24,93,30.37,52.59,1.12,57,6.75,29.88,Fog
45,1.2,93,30.37,52.6,0,57,7.87,29.9,Smoke
45,1.21,93,30.37,97.97,2.25,56,5.62,29.91,Smoke
45,1.22,93,30.37,188.35,1.12,55,5.62,29.89,Smoke
45,1.2,93,30.37,188.38,0,53,6.75,29.9,Smoke
45,1.23,93,30.37,188.38,0,53,6.75,29.8,Smoke
45,1.19,93,30.37,188.39,0,59,6.75,29.77,Smoke
45,1.22,93,30.37,188.37,1.12,58,5.62,29.75,Smoke
45,1.21,93,30.37,188.36,1.12,61,6.75,29.74,Smoke
45,1.23,93,30.36,188.37,1.12,59,6.75,29.89,Smoke
45,1.23,93,30.36,188.39,2.25,57,6.75,30.05,Smoke
45,1.23,93,30.36,188.38,1.12,54,4.5,29.99,Smoke
45,1.21,93,30.36,188.38,0,56,6.75,29.89,ShallowFog
45,1.23,93,30.36,188.38,1.12,56,2.25,29.83,ShallowFog
45,1.23,93,30.35,188.38,2.25,57,3.37,29.72,ShallowFog
45,1.25,93,30.35,189.4,4.5,55,6.75,29.81,ShallowFog
45,1.23,93,30.35,193.41,5.62,57,10.12,29.85,Fog
45,1.25,93,30.35,192.92,5.62,62,4.5,29.87,Fog
45,1.2,93,30.35,178.18,3.37,67,6.75,30,Fog
45,1.21,93,30.34,156.92,6.75,65,10.12,30.02,Fog
45,1.25,93,30.34,165.04,2.25,70,9,30.01,Fog
45,1.26,93,30.34,164.32,4.5,74,5.62,29.95,Fog
45,1.86,93,30.34,116.08,6.75,74,6.75,29.92,Fog
45,2.72,93,30.34,138.97,6.75,69,7.87,29.9,Fog
45,3.56,93,30.34,134.67,3.37,72,5.62,29.83,Fog
45,6.6,93,30.34,117.63,10.12,71,5.62,29.74,Fog
45,11.81,93,30.34,177.51,12.37,69,9,29.82,Smoke
45,18.05,93,30.34,152.27,14.62,68,4.5,29.9,Smoke
45,19.83,93,30.34,142.72,11.25,68,10.12,29.9,Smoke
45,22.91,93,30.33,79.11,4.5,68,10.12,29.87,Smoke
45,29.1,93,30.33,152.87,9,66,10.12,29.86,Smoke
45,36.28,93,30.33,167.32,4.5,64,11.25,29.9,Smoke
45,46.05,93,30.33,143.01,9,63,7.87,29.89,Smoke
45,58.47,93,30.33,135.78,3.37,60,5.62,29.87,Smoke
45,72.37,93,30.33,160.69,5.62,58,4.5,29.9,Smoke
45,80.93,93,30.34,116.63,1.12,57,10.12,29.92,Smoke
45,50.2,93,30.34,74.59,2.25,58,6.75,29.82,Smoke
45,46.13,93,30.34,27.83,1.12,59,7.87,29.73,Smoke
45,49.14,93,30.34,29.98,4.5,61,7.87,29.75,Smoke
45,41.09,93,30.34,26.69,3.37,61,10.12,29.92,ShallowFog
45,38.98,93,30.34,286.26,0,61,6.75,29.92,ShallowFog
45,39.05,93,30.33,271.41,2.25,59,7.87,29.79,Fog
45,45.36,93,30.33,271.4,0,58,6.75,29.67,Fog
45,48.97,93,30.33,271.74,1.12,59,11.25,29.76,Fog
45,53.76,93,30.33,271.75,1.12,65,9,30.02,Fog
45,47.05,93,30.33,271.75,0,66,9,30.11,Fog
45,59.37,93,30.33,269.74,3.37,69,11.25,30.08,Fog
45,61.84,93,30.33,179.17,1.12,71,9,30,Fog
45,70.33,93,30.32,178.2,3.37,82,4.5,29.91,Fog
45,67.99,93,30.32,164.55,1.12,87,10.12,29.85,Fog
45,59.25,93,30.32,164.63,0,90,9,29.88,Smoke
45,66.07,93,30.32,153.9,2.25,91,9,30.02,Smoke
45,103.56,93,30.32,142.58,4.5,93,10.12,30.06,Smoke
45,129.56,93,30.32,160.68,3.37,95,7.87,30,Smoke
45,128.85,93,30.32,72.77,3.37,96,9,29.97,Smoke
45,117.84,93,30.32,65.6,2.25,96,10.12,30.01,Smoke
45,124.76,93,30.32,58.58,1.12,96,9,30.06,Smoke
45,87.99,93,30.32,113.7,2.25,96,11.25,30.05,Smoke
45,83.8,93,30.31,102.89,4.5,96,12.37,30.02,Smoke
45,75.79,93,30.32,1.06,3.37,96,11.25,29.99,Smoke
45,99.14,93,30.32,65.32,1.12,96,10.12,29.95,Smoke
45,114.95,93,30.32,57.31,7.87,95,10.12,29.96,Smoke
45,63.34,93,30.32,15.12,3.37,93,3.37,29.99,ShallowFog
45,62.82,93,30.32,66.4,4.5,92,9,30.06,ShallowFog
45,88.68,93,30.32,53.44,5.62,90,4.5,30.07,ShallowFog
45,70.18,93,30.33,35.48,5.62,90,5.62,30.01,ShallowFog
45,111.35,93,30.33,17.28,2.25,91,7.87,29.93,Fog
45,189.47,93,30.33,51.51,9,92,9,29.9,Fog
45,195.48,93,30.33,52.41,2.25,92,5.62,29.98,Fog
45,185.13,93,30.33,359.88,2.25,91,9,30.07,Fog
45,160.09,93,30.33,152.19,2.25,91,7.87,30.03,Fog
45,149.77,93,30.33,25.85,1.12,90,4.5,29.95,Fog
45,142.56,93,30.33,25.89,2.25,88,4.5,29.9,Fog
45,186.61,93,30.33,20.07,4.5,86,4.5,29.88,Fog
45,181.76,93,30.33,24.57,3.37,87,7.87,29.95,Fog
45,295.55,93,30.34,117.35,3.37,90,9,30.03,Fog
45,290.13,93,30.34,141.25,4.5,91,12.37,30.03,Smoke
45,176.1,93,30.35,131.52,7.87,93,6.75,29.97,Smoke
45,294.03,93,30.35,150.78,2.25,95,5.62,29.9,Smoke
45,245.68,93,30.35,157.59,4.5,96,7.87,29.86,Smoke
45,162.26,93,30.36,163.38,5.62,97,6.75,29.91,Smoke
45,352.76,93,30.36,64.32,5.62,98,6.75,29.97,Smoke
45,188.75,93,30.36,140.11,13.5,98,7.87,29.68,Smoke
45,206.83,93,30.36,139.53,5.62,98,3.37,30.13,Smoke
45,197.4,93,30.36,115.85,6.75,97,10.12,30.49,Smoke
45,247.85,93,30.36,176.98,10.12,95,7.87,30.45,Smoke
45,236.62,93,30.36,143.86,3.37,92,3.37,30.33,ShallowFog
45,207.9,93,30.36,150.9,10.12,91,5.62,30.4,ShallowFog
45,142.45,93,30.37,145.56,5.62,88,11.25,30.39,Fog
45,104.32,93,30.37,161.29,3.37,85,3.37,30.17,Fog
45,112.27,93,30.37,165.1,5.62,81,4.5,30.1,Fog
45,184.41,93,30.37,163.7,11.25,80,3.37,30.33,Fog
45,211.28,93,30.37,142.16,6.75,78,7.87,30.39,Fog
45,226.16,93,30.37,153.84,9,73,7.87,30.11,ShallowFog
45,203.37,93,30.37,126.23,5.62,69,7.87,30.37,Fog
45,209.98,93,30.38,129.9,3.37,66,9,30.35,Fog
45,172.06,93,30.38,157.75,4.5,60,9,29.95,Fog
45,124.45,93,30.37,167.91,3.37,71,10.12,30.08,Fog
45,84.59,93,30.38,175.64,2.25,70,4.5,30.68,Fog
45,69.68,93,30.38,166.11,7.87,69,10.12,30.52,Smoke
45,80.58,93,30.38,141.92,5.62,67,4.5,30.2,Smoke
45,75.35,93,30.38,157.2,6.75,66,10.12,30.11,Smoke
45,64.75,93,30.39,131.72,9,65,4.5,29.87,Smoke
45,50.51,93,30.39,172.68,6.75,69,3.37,30.06,Smoke
45,71.55,93,30.39,150.78,7.87,72,6.75,30.01,Smoke
45,80.26,93,30.4,182.24,5.62,65,6.75,30.01,Smoke
45,85.68,93,30.4,157.03,12.37,66,3.37,30.13,Smoke
45,85.71,93,30.4,168.56,7.87,58,9,30.33,Smoke
45,108.51,93,30.4,167.25,7.87,58,4.5,30.13,Smoke
45,92.65,93,30.4,87.74,1.12,60,9,30.29,Smoke
45,73.24,93,30.4,75.36,1.12,69,12.37,30.19,Smoke
45,66.68,93,30.4,68.41,0,70,2.25,30.22,ShallowFog
45,65.04,93,30.4,60.52,0,72,7.87,30,ShallowFog
45,70.66,93,30.4,89.07,1.12,66,6.75,30.31,ShallowFog
45,68.32,93,30.4,90.32,2.25,66,5.62,30.11,ShallowFog
45,49.19,93,30.4,103.89,2.25,65,10.12,30.47,ShallowFog
45,59.7,93,30.4,100.63,3.37,66,11.25,30.63,ShallowFog
45,96.42,93,30.39,57.93,2.25,62,12.37,30.19,ShallowFog
45,73.59,93,30.4,77.27,4.5,61,9,29.84,ShallowFog
45,54.49,93,30.4,189.22,1.12,63,6.75,30.09,ShallowFog
45,58.15,93,30.4,189.22,0,66,4.5,30.4,Smoke
45,69.07,93,30.39,189.23,0,69,11.25,30.41,Smoke
45,119.9,93,30.39,189.23,1.12,68,12.37,30.06,Smoke
45,97.55,93,30.39,189.23,0,69,11.25,29.87,Smoke
45,158.44,93,30.39,190.18,2.25,69,15.75,29.81,Smoke
45,154.65,93,30.39,190.18,1.12,70,9,30.09,Smoke
45,79.25,93,30.39,190.18,2.25,68,3.37,30.17,Smoke
45,97.66,93,30.39,190.19,3.37,68,7.87,29.95,Smoke
45,67.54,93,30.39,190.2,2.25,67,7.87,30.37,Smoke
45,41.12,93,30.39,190.12,2.25,66,3.37,30.48,Smoke
45,58.06,93,30.38,175.27,5.62,68,13.5,30.32,Smoke
45,58.14,93,30.38,190.67,1.12,72,3.37,30.17,Smoke
45,71.41,93,30.38,190.67,4.5,72,9,30.05,Smoke
45,93.73,93,30.37,190.64,6.75,73,7.87,30.15,Smoke
45,78.59,93,30.37,190.42,2.25,72,4.5,30.24,Smoke
45,67.19,93,30.37,190.42,4.5,72,9,30.18,Smoke
45,90.02,93,30.37,190.42,1.12,72,11.25,30.02,Smoke
45,86.69,93,30.37,190.41,3.37,73,11.25,29.93,Smoke
45,121.33,93,30.37,188.23,5.62,76,2.25,30.09,Smoke
45,99.68,93,30.37,186.53,3.37,72,5.62,30.01,Smoke
45,79.25,93,30.37,186.53,3.37,73,5.62,30.03,Smoke
45,56.57,93,30.37,186.54,2.25,74,6.75,30,Smoke
45,48.72,93,30.37,186.55,4.5,75,7.87,29.85,Smoke
45,41.65,93,30.36,186.66,4.5,76,9,29.85,Smoke
45,30.75,93,30.36,186.68,2.25,80,12.37,30.11,Smoke
45,24.73,93,30.37,186.77,4.5,77,7.87,29.96,Smoke
45,22.14,93,30.37,186.09,5.62,79,7.87,29.95,Smoke
45,23.81,93,30.37,182.53,4.5,79,14.62,30.04,Smoke
45,22.98,93,30.37,180.65,6.75,79,12.37,30.01,Smoke
45,17.46,93,30.37,181.54,4.5,78,9,30.18,Smoke
45,13.56,93,30.36,181.53,6.75,79,3.37,30.1,Smoke
45,15.56,93,30.37,181.51,3.37,78,10.12,29.85,Smoke
45,29.52,93,30.36,190.01,4.5,74,12.37,29.95,Smoke
45,27.47,93,30.36,190,1.12,70,6.75,30.05,Smoke
45,6.5,93,30.36,190,1.12,76,6.75,30.33,Smoke
45,3.37,93,30.36,163.36,4.5,76,4.5,30.18,Smoke
45,1.58,93,30.36,100.98,2.25,75,3.37,30.06,Smoke
45,1.25,93,30.36,155.76,4.5,72,6.75,30.18,Smoke
45,1.23,93,30.36,161.06,4.5,71,5.62,29.99,Smoke
45,1.18,93,30.36,166.79,5.62,72,6.75,30.09,ShallowFog
45,1.2,93,30.36,162.78,4.5,77,5.62,30.29,ShallowFog
45,1.2,93,30.36,162.84,4.5,76,6.75,30.08,Smoke
45,1.22,93,30.36,168.73,4.5,75,9,29.77,Smoke
45,1.21,93,30.36,169.55,6.75,74,9,30.13,Smoke
45,1.23,93,30.35,154.99,4.5,69,3.37,30.26,Smoke
45,1.21,93,30.35,163.14,3.37,73,4.5,30.04,Smoke
45,1.24,93,30.35,163.15,3.37,74,6.75,29.86,Smoke
45,1.23,93,30.34,159.6,1.12,77,5.62,29.9,Smoke
45,1.22,93,30.34,156.84,3.37,82,11.25,29.94,Smoke
45,1.2,93,30.34,156.91,2.25,83,7.87,29.74,Smoke
45,1.23,93,30.34,116.37,4.5,82,10.12,30.07,Smoke
45,1.22,93,30.34,154.05,5.62,83,4.5,30.15,Smoke
45,1.21,93,30.34,109.66,3.37,84,6.75,29.95,Smoke
45,1.2,93,30.34,149.09,4.5,85,2.25,29.95,Smoke
45,1.22,93,30.34,141.47,2.25,86,13.5,30.19,Smoke
45,1.25,93,30.34,169.68,4.5,86,5.62,30.14,Smoke
45,1.24,93,30.34,163.55,6.75,87,7.87,30.24,Smoke
45,1.26,93,30.33,97.45,2.25,86,3.37,30.08,Smoke
45,1.21,93,30.33,97.43,2.25,84,4.5,29.83,Smoke
45,1.22,93,30.33,153.29,2.25,86,4.5,29.79,Smoke
45,1.23,93,30.34,159.26,4.5,87,4.5,30.18,Smoke
45,1.22,93,30.34,159.17,3.37,86,5.62,30.13,Smoke
45,1.2,93,30.33,159.18,2.25,84,4.5,29.93,Smoke
45,1.25,93,30.33,159.71,1.12,84,6.75,29.92,Smoke
45,1.24,93,30.33,157.18,2.25,81,4.5,29.8,Smoke
45,1.21,93,30.34,171.05,5.62,80,4.5,29.74,Smoke
45,1.25,93,30.33,183.52,3.37,78,11.25,30.03,Smoke
45,1.22,93,30.34,183.63,6.75,75,6.75,29.99,Smoke
45,1.2,93,30.33,168.27,4.5,73,2.25,29.81,Smoke
45,1.24,93,30.33,173.05,6.75,70,5.62,29.92,Smoke
45,1.22,93,30.33,157.81,1.12,69,4.5,30.14,Smoke
45,1.2,93,30.33,170.37,4.5,68,4.5,30.17,Smoke
45,1.22,93,30.33,171.24,0,69,4.5,30.01,Smoke
45,1.22,93,30.33,171.25,3.37,68,9,29.98,Smoke
45,1.24,93,30.33,171.23,6.75,69,4.5,29.91,Smoke
45,1.23,93,30.33,156.98,5.62,70,7.87,29.76,Smoke
45,1.2,93,30.33,171.89,4.5,68,6.75,29.96,Smoke
45,1.22,93,30.32,148.28,3.37,69,4.5,30.27,ScatteredClouds
45,1.23,93,30.33,148.29,4.5,68,6.75,30.06,Smoke
45,1.25,93,30.33,62.99,3.37,68,5.62,30.09,Smoke
45,1.21,93,30.33,145.55,2.25,68,4.5,30.17,Smoke
45,1.18,93,30.33,181.71,5.62,67,9,30.12,Drizzle
45,1.19,93,30.33,178.84,6.75,67,10.12,30.1,Smoke
45,1.2,93,30.33,169.4,4.5,66,9,30.01,Smoke
45,1.19,93,30.33,168.67,5.62,66,4.5,29.96,Smoke
45,1.21,93,30.32,181.47,7.87,66,10.12,29.85,Smoke
45,1.2,93,30.33,166.16,3.37,65,6.75,29.82,Smoke
45,1.23,93,30.33,160.84,5.62,63,2.25,29.92,Smoke
45,1.21,93,30.34,159.82,3.37,61,4.5,29.78,Smoke
45,1.2,93,30.34,159.95,3.37,58,9,29.55,Smoke
45,1.21,93,30.34,158.3,0,58,4.5,29.61,Smoke
45,1.18,93,30.33,162.81,4.5,57,5.62,29.77,Overcast
45,1.21,93,30.32,173.74,7.87,57,9,30.08,Smoke
45,1.22,93,30.33,175.12,5.62,56,11.25,30.12,Smoke
45,1.23,93,30.33,164.01,9,56,10.12,30.02,Smoke
45,1.18,93,30.33,167.39,6.75,56,12.37,30,Smoke
45,1.19,93,30.33,149.32,6.75,56,4.5,30.02,Smoke
45,1.18,93,30.34,168.58,3.37,57,3.37,29.91,Rain
45,1.21,93,30.34,170.71,4.5,57,3.37,29.81,ThunderstormswithRain
45,1.19,93,30.33,161.25,5.62,56,3.37,29.81,ThunderstormswithRain
45,1.25,93,30.33,161.88,5.62,57,4.5,29.81,LightThunderstormswithRain
45,1.2,93,30.33,168.38,5.62,56,5.62,29.89,Overcast
45,1.23,93,30.33,160.08,5.62,55,3.37,29.84,LightThunderstormswithRain
45,1.21,93,30.33,181.54,6.75,56,1.12,29.77,LightThunderstormswithRain
45,1.22,93,30.34,151.91,6.75,56,3.37,29.84,Haze
45,1.2,93,30.33,176.87,10.12,57,4.5,30.09,Haze
45,1.22,93,30.34,174.32,5.62,59,3.37,30.24,Haze
45,1.18,93,30.33,157.03,6.75,63,3.37,30.22,LightDrizzle
45,1.21,93,30.34,163.43,6.75,66,4.5,30.06,Haze
45,1.23,93,30.34,166.31,3.37,67,9,29.97,Haze
45,1.23,93,30.34,113.09,4.5,68,5.62,30.03,Haze
45,1.21,93,30.34,113.08,2.25,64,6.75,30,MostlyCloudy
45,1.17,93,30.34,112.31,1.12,62,5.62,30.01,MostlyCloudy
45,1.21,93,30.34,114.4,2.25,60,5.62,30.02,MostlyCloudy
45,1.2,93,30.34,167.21,4.5,60,3.37,30.05,MostlyCloudy
45,1.22,93,30.34,166.86,5.62,60,3.37,30.03,MostlyCloudy
45,1.23,93,30.33,161.13,2.25,61,3.37,29.99,MostlyCloudy
45,1.19,93,30.34,160.3,6.75,62,4.5,29.98,Haze
45,1.24,93,30.34,168.56,5.62,62,2.25,30,Smoke
45,1.22,93,30.34,172.37,4.5,64,4.5,29.95,MostlyCloudy
45,1.2,93,30.34,169.39,4.5,64,4.5,29.88,MostlyCloudy
45,1.18,93,30.34,169.37,2.25,64,5.62,29.85,MostlyCloudy
45,1.18,93,30.34,169.82,3.37,66,5.62,29.82,MostlyCloudy
45,1.16,93,30.34,170.16,5.62,70,4.5,29.85,MostlyCloudy
45,1.19,93,30.34,170.96,6.75,71,2.25,29.9,MostlyCloudy
45,1.2,93,30.34,115.4,3.37,69,4.5,29.91,MostlyCloudy
45,1.19,93,30.35,23.09,1.12,69,5.62,29.96,MostlyCloudy
45,1.2,93,30.35,2.99,1.12,67,5.62,29.86,Overcast
45,1.21,93,30.34,3,1.12,67,3.37,29.82,LightDrizzle
45,1.22,93,30.34,160.27,6.75,69,4.5,29.88,Overcast
45,1.19,93,30.35,181.51,3.37,74,4.5,29.89,MostlyCloudy
45,1.18,93,30.34,178.99,7.87,77,4.5,29.88,MostlyCloudy
45,1.16,93,30.34,147.3,2.25,78,5.62,29.81,MostlyCloudy
45,1.21,93,30.34,162.5,4.5,79,4.5,29.85,ScatteredClouds
45,1.21,93,30.35,161.28,5.62,79,4.5,29.83,Fog
45,1.15,93,30.34,161.53,2.25,79,6.75,29.82,Fog
45,1.2,93,30.34,161.54,3.37,78,2.25,29.95,Fog
45,1.22,93,30.34,294.9,5.62,79,5.62,29.93,Fog
45,1.22,93,30.34,180.74,4.5,79,3.37,29.9,MostlyCloudy
45,1.2,93,30.34,2.41,4.5,78,3.37,29.99,Fog
45,1.22,93,30.35,198.29,1.12,77,3.37,29.99,Overcast
45,1.2,93,30.34,199.28,4.5,75,6.75,29.96,Fog
45,1.22,93,30.34,199.28,4.5,76,5.62,30,Fog
45,1.23,93,30.34,200.92,7.87,80,5.62,30.04,Fog
45,1.19,93,30.34,273.16,6.75,81,9,29.99,Fog
45,1.21,93,30.34,204.2,1.12,82,11.25,29.9,Fog
45,1.17,93,30.34,204.32,6.75,83,6.75,29.93,Fog
45,1.21,93,30.33,6.27,6.75,82,6.75,30,Fog
45,1.18,93,30.34,196.03,3.37,83,7.87,30.01,Smoke
45,1.2,93,30.34,59.33,3.37,83,7.87,29.95,Smoke
45,1.2,93,30.34,155.71,2.25,83,3.37,29.87,Smoke
45,1.21,93,30.34,123.56,3.37,83,7.87,29.88,Smoke
45,1.23,93,30.34,186.36,5.62,84,6.75,29.97,Smoke
45,1.17,93,30.35,228.26,4.5,84,4.5,29.94,Smoke
45,1.19,93,30.34,255.76,4.5,84,9,29.92,Smoke
45,1.2,93,30.34,284.92,3.37,81,5.62,30,Smoke
45,1.23,93,30.34,284.92,2.25,75,10.12,30.08,ShallowFog
45,1.21,93,30.34,284.92,0,72,7.87,30.15,ShallowFog
45,1.18,93,30.34,284.91,3.37,74,5.62,30.12,ShallowFog
45,1.21,93,30.34,284.92,3.37,74,5.62,30.03,Rain
45,1.24,93,30.34,284.92,3.37,73,6.75,29.97,ShallowFog
45,1.23,93,30.34,284.94,3.37,73,5.62,29.99,ShallowFog
